condition,system,source,knob,knob_value,n_turns,cutoff_rate,cutoff_rate_at_tolerance,false_hold_rate,latency_p50,latency_p95,latency_p99,latency_fallback_p50,latency_fallback_p95,latency_fallback_p99
gold_tel,fixed_timeout+silero,silero_tel,timeout_ms,2000,198,0.005050505050505051,0.005050505050505051,0.6616161616161617,1824.0,1984.0,1984.0,2000.0,2000.0,2000.0
gold_tel,fixed_timeout+energy,energy_tel,timeout_ms,500.0,198,0.14646464646464646,0.1414141414141414,0.12121212121212122,448.0,1369.5999999999995,1632.0,480.0,2000.0,2000.0
gold_tel,fixed_timeout+energy,energy_tel,timeout_ms,800.0,198,0.06565656565656566,0.06565656565656566,0.31313131313131315,736.0,1792.0,1952.0,1184.0,2000.0,2000.0
gold_tel,fixed_timeout+energy,energy_tel,timeout_ms,1000.0,198,0.015151515151515152,0.015151515151515152,0.4696969696969697,928.0,1790.3999999999996,1887.6799999999998,1792.0,2000.0,2000.0
gold_tel,punctuation,silero_tel,none,0.0,198,0.6262626262626263,0.2474747474747475,0.06565656565656566,64.0,480.0,627.1999999999998,96.0,2000.0,2000.0
gold_tel,punctuation+gate200,silero_tel,none,0.0,198,0.20707070707070707,0.1414141414141414,0.08585858585858586,224.0,388.79999999999836,691.5199999999995,256.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.05,198,0.7929292929292929,0.6363636363636364,0.030303030303030304,32.0,265.5999999999999,478.079999999999,64.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.1,198,0.7727272727272727,0.5959595959595959,0.050505050505050504,32.0,256.0,467.1999999999989,128.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.15,198,0.7323232323232324,0.5252525252525253,0.09595959595959595,32.0,256.0,470.40000000000055,160.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.2,198,0.6666666666666666,0.4797979797979798,0.16161616161616163,32.0,256.0,320.32000000000016,304.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.25,198,0.5909090909090909,0.40404040404040403,0.2222222222222222,32.0,268.7999999999997,340.48,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.3,198,0.5151515151515151,0.32323232323232326,0.29797979797979796,32.0,268.7999999999997,340.48,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.35,198,0.4444444444444444,0.2777777777777778,0.37373737373737376,32.0,272.0,569.5999999999995,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.4,198,0.37373737373737376,0.23232323232323232,0.45454545454545453,32.0,345.59999999999945,640.6400000000003,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.45,198,0.31313131313131315,0.18181818181818182,0.5202020202020202,32.0,236.79999999999995,430.0799999999999,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.5,198,0.2727272727272727,0.15656565656565657,0.5808080808080808,32.0,224.0,247.03999999999996,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.55,198,0.23232323232323232,0.12121212121212122,0.6313131313131313,32.0,224.0,247.67999999999995,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.6,198,0.06565656565656566,0.030303030303030304,0.8535353535353535,22.0,168.0,187.2,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.65,198,0.015151515151515152,0.005050505050505051,0.9595959595959596,12.0,134.39999999999998,154.88,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.7,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,32.0,147.2,157.44,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.75,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,32.0,147.2,157.44,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.8,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,32.0,147.2,157.44,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.85,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,32.0,147.2,157.44,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.9,198,0.005050505050505051,0.0,0.9848484848484849,96.0,153.6,158.72,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1,silero_tel,threshold,0.95,198,0.0,0.0,1.0,,,,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.05,198,0.40404040404040403,0.3484848484848485,0.0707070707070707,256.0,352.0,570.2399999999998,256.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.1,198,0.3838383838383838,0.3282828282828283,0.13636363636363635,256.0,352.0,652.8000000000029,256.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.15,198,0.32323232323232326,0.26262626262626265,0.21212121212121213,256.0,352.0,401.28000000000065,288.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.2,198,0.2777777777777778,0.2222222222222222,0.29292929292929293,256.0,352.0,435.1999999999989,320.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.25,198,0.2222222222222222,0.1717171717171717,0.3787878787878788,256.0,352.0,454.39999999999964,368.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.3,198,0.19696969696969696,0.14646464646464646,0.41919191919191917,240.0,328.0,464.0,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.35,198,0.18181818181818182,0.13131313131313133,0.47474747474747475,240.0,320.0,489.59999999999945,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.4,198,0.16666666666666666,0.11616161616161616,0.5505050505050505,224.0,360.0,598.4000000000005,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.45,198,0.13131313131313133,0.09090909090909091,0.5959595959595959,224.0,331.1999999999998,444.15999999999985,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.5,198,0.13131313131313133,0.09090909090909091,0.6414141414141414,224.0,320.0,369.9200000000001,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.55,198,0.11616161616161616,0.07575757575757576,0.6767676767676768,224.0,288.0,358.4000000000001,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.6,198,0.030303030303030304,0.020202020202020204,0.8636363636363636,224.0,320.0,371.20000000000005,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.65,198,0.010101010101010102,0.005050505050505051,0.9595959595959596,192.0,248.0,254.4,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.7,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,160.0,246.39999999999998,254.07999999999998,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.75,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,160.0,246.39999999999998,254.07999999999998,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.8,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,160.0,246.39999999999998,254.07999999999998,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.85,198,0.010101010101010102,0.005050505050505051,0.9747474747474747,160.0,246.39999999999998,254.07999999999998,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.9,198,0.005050505050505051,0.0,0.9848484848484849,144.0,158.4,159.68,2000.0,2000.0,2000.0
gold_tel,text_eot_v1.1+gate200,silero_tel,threshold,0.95,198,0.0,0.0,1.0,,,,2000.0,2000.0,2000.0
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,100,198,0.4292929292929293,0.4090909090909091,0.0,128.0,160.0,276.47999999999956,128.0,160.0,276.47999999999956
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,200,198,0.30808080808080807,0.29797979797979796,0.0,224.0,256.0,404.47999999999956,224.0,256.0,404.47999999999956
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,300,198,0.25252525252525254,0.2474747474747475,0.0,320.0,372.8000000000002,496.96000000000004,320.0,372.8000000000002,496.96000000000004
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,400,198,0.21212121212121213,0.20707070707070707,0.0,416.0,480.0,590.3999999999996,416.0,480.0,590.3999999999996
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,500,198,0.17676767676767677,0.1717171717171717,0.0,512.0,572.8000000000002,684.1599999999999,512.0,572.8000000000002,684.1599999999999
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,600,198,0.13131313131313133,0.12626262626262627,0.0,608.0,672.0,777.2799999999997,608.0,672.0,777.2799999999997
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,700,198,0.1111111111111111,0.1111111111111111,0.0,704.0,768.0,872.0,704.0,768.0,872.0
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,800,198,0.10606060606060606,0.10606060606060606,0.0,800.0,864.0,967.6800000000003,800.0,864.0,967.6800000000003
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,900,198,0.0707070707070707,0.0707070707070707,0.0,928.0,987.1999999999998,1093.4399999999996,928.0,987.1999999999998,1093.4399999999996
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1000,198,0.04040404040404041,0.04040404040404041,0.0,1024.0,1088.0,1187.5199999999995,1024.0,1088.0,1187.5199999999995
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1100,198,0.03535353535353535,0.03535353535353535,0.0,1120.0,1184.0,1283.1999999999998,1120.0,1184.0,1283.1999999999998
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1200,198,0.03535353535353535,0.03535353535353535,0.0,1216.0,1280.0,1379.1999999999998,1216.0,1280.0,1379.1999999999998
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1300,198,0.025252525252525252,0.025252525252525252,0.0,1312.0,1376.0,1474.5599999999995,1312.0,1376.0,1474.5599999999995
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1400,198,0.025252525252525252,0.025252525252525252,0.0,1408.0,1472.0,1570.5599999999995,1408.0,1472.0,1570.5599999999995
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1500,198,0.010101010101010102,0.010101010101010102,0.0,1504.0,1568.0,1665.6000000000004,1504.0,1568.0,1665.6000000000004
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1600,198,0.010101010101010102,0.010101010101010102,0.0,1600.0,1664.0,1761.6000000000004,1600.0,1664.0,1761.6000000000004
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1700,198,0.010101010101010102,0.010101010101010102,0.0,1728.0,1792.0,1889.6000000000004,1728.0,1792.0,1889.6000000000004
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1800,198,0.0,0.0,0.010101010101010102,1824.0,1864.0,1984.0,1824.0,1888.0,1984.48
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,1900,198,0.0,0.0,0.04040404040404041,1920.0,1952.0,1984.0,1920.0,1984.0,2000.0
asr_16k,fixed_timeout+silero,silero_caller,timeout_ms,2000,198,0.0,0.0,0.9747474747474747,1758.0,1884.0,1887.2,2000.0,2000.0,2000.0
asr_16k,fixed_timeout+energy,energy_caller,timeout_ms,500.0,198,0.14646464646464646,0.1414141414141414,0.0,448.0,672.0,672.0,448.0,672.0,672.0
asr_16k,fixed_timeout+energy,energy_caller,timeout_ms,800.0,198,0.05555555555555555,0.050505050505050504,0.0,736.0,960.0,960.0,736.0,960.0,960.0
asr_16k,fixed_timeout+energy,energy_caller,timeout_ms,1000.0,198,0.010101010101010102,0.010101010101010102,0.0,960.0,1184.0,1184.0,960.0,1184.0,1184.0
asr_16k,punctuation,silero_caller,none,0.0,198,0.5858585858585859,0.5404040404040404,0.015151515151515152,288.0,966.3999999999978,1585.2799999999997,288.0,1529.6000000000004,2000.0
asr_16k,punctuation+gate200,silero_caller,none,0.0,198,0.19696969696969696,0.19696969696969696,0.06060606060606061,256.0,928.0,1477.119999999999,256.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.05,198,0.5808080808080808,0.5404040404040404,0.015151515151515152,256.0,833.5999999999999,1075.8399999999956,288.0,921.5999999999995,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.1,198,0.5707070707070707,0.5303030303030303,0.025252525252525252,256.0,833.5999999999999,1075.8399999999956,288.0,1926.399999999999,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.15,198,0.5454545454545454,0.51010101010101,0.045454545454545456,256.0,864.0,1657.6000000000004,288.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.2,198,0.5202020202020202,0.48484848484848486,0.06060606060606061,288.0,1014.3999999999992,1655.039999999999,318.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.25,198,0.4797979797979798,0.4444444444444444,0.10606060606060606,288.0,926.4000000000001,1423.039999999999,384.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.3,198,0.47474747474747475,0.4393939393939394,0.12121212121212122,288.0,1027.1999999999998,1431.3599999999974,400.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.35,198,0.4494949494949495,0.41414141414141414,0.1717171717171717,256.0,1116.7999999999997,1712.6400000000003,544.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.4,198,0.42424242424242425,0.3888888888888889,0.20707070707070707,288.0,1126.3999999999992,1460.4800000000005,611.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.45,198,0.41919191919191917,0.3838383838383838,0.2727272727272727,256.0,864.0,1126.3999999999999,864.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.5,198,0.3838383838383838,0.3434343434343434,0.3383838383838384,256.0,883.1999999999998,1478.4000000000005,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.55,198,0.35858585858585856,0.32323232323232326,0.3787878787878788,224.0,796.7999999999997,1053.4400000000005,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.6,198,0.13131313131313133,0.12121212121212122,0.7323232323232324,576.0,1283.1999999999998,1570.9999999999995,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.65,198,0.015151515151515152,0.015151515151515152,0.9595959595959596,288.0,1152.0,1203.2,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.7,198,0.015151515151515152,0.015151515151515152,0.9696969696969697,192.0,278.4,286.08,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.75,198,0.015151515151515152,0.015151515151515152,0.9696969696969697,192.0,278.4,286.08,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.8,198,0.015151515151515152,0.015151515151515152,0.9696969696969697,192.0,278.4,286.08,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.85,198,0.015151515151515152,0.015151515151515152,0.9696969696969697,192.0,278.4,286.08,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.9,198,0.015151515151515152,0.015151515151515152,0.9696969696969697,192.0,278.4,286.08,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1,silero_caller,threshold,0.95,198,0.0,0.0,1.0,,,,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.05,198,0.2222222222222222,0.2222222222222222,0.050505050505050504,256.0,891.1999999999998,1238.7199999999993,256.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.1,198,0.20202020202020202,0.20202020202020202,0.07575757575757576,256.0,924.8000000000002,1317.1200000000008,256.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.15,198,0.1919191919191919,0.1919191919191919,0.12626262626262627,256.0,947.1999999999998,1512.3199999999988,256.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.2,198,0.17676767676767677,0.17676767676767677,0.16161616161616163,256.0,1056.0,1622.3999999999996,288.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.25,198,0.1414141414141414,0.1414141414141414,0.24242424242424243,256.0,1084.7999999999993,1546.239999999998,416.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.3,198,0.10606060606060606,0.10606060606060606,0.30808080808080807,256.0,1112.0,1561.5999999999985,576.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.35,198,0.10101010101010101,0.10101010101010101,0.35353535353535354,256.0,1246.3999999999992,1691.5199999999995,736.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.4,198,0.09090909090909091,0.09090909090909091,0.41919191919191917,256.0,1203.199999999999,1606.3999999999987,1136.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.45,198,0.09090909090909091,0.09090909090909091,0.4898989898989899,256.0,921.5999999999995,1337.5999999999976,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.5,198,0.08585858585858586,0.08585858585858586,0.5454545454545454,256.0,844.7999999999997,1363.2000000000007,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.55,198,0.07575757575757576,0.07575757575757576,0.5858585858585859,256.0,812.7999999999997,1227.5200000000004,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.6,198,0.025252525252525252,0.025252525252525252,0.8181818181818182,384.0,1264.0,1556.9999999999998,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.65,198,0.010101010101010102,0.010101010101010102,0.9646464646464646,288.0,1152.0,1203.2,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.7,198,0.010101010101010102,0.010101010101010102,0.9747474747474747,256.0,284.8,287.36,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.75,198,0.010101010101010102,0.010101010101010102,0.9747474747474747,256.0,284.8,287.36,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.8,198,0.010101010101010102,0.010101010101010102,0.9747474747474747,256.0,284.8,287.36,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.85,198,0.010101010101010102,0.010101010101010102,0.9747474747474747,256.0,284.8,287.36,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.9,198,0.010101010101010102,0.010101010101010102,0.9747474747474747,256.0,284.8,287.36,2000.0,2000.0,2000.0
asr_16k,text_eot_v1.1+gate200,silero_caller,threshold,0.95,198,0.0,0.0,1.0,,,,2000.0,2000.0,2000.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,100,198,0.8181818181818182,0.7828282828282829,0.0,160.0,224.0,307.1999999999998,160.0,224.0,307.1999999999998
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,200,198,0.6363636363636364,0.601010101010101,0.0,256.0,320.0,448.0,256.0,320.0,448.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,300,198,0.4797979797979798,0.42424242424242425,0.0,352.0,448.0,542.7200000000003,352.0,448.0,542.7200000000003
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,400,198,0.3484848484848485,0.32323232323232326,0.0,416.0,544.0,640.0,416.0,544.0,640.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,500,198,0.25252525252525254,0.24242424242424243,0.0,512.0,640.0,736.0,512.0,640.0,736.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,600,198,0.23737373737373738,0.21717171717171718,0.0,608.0,736.0,832.0,608.0,736.0,832.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,700,198,0.1919191919191919,0.1717171717171717,0.0,704.0,832.0,928.0,704.0,832.0,928.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,800,198,0.17676767676767677,0.1717171717171717,0.0,800.0,928.0,1024.0,800.0,928.0,1024.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,900,198,0.12121212121212122,0.12121212121212122,0.0,928.0,1056.0,1152.0,928.0,1056.0,1152.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1000,198,0.10606060606060606,0.10101010101010101,0.0,1024.0,1152.0,1248.0,1024.0,1152.0,1248.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1100,198,0.10101010101010101,0.09595959595959595,0.0,1120.0,1248.0,1344.0,1120.0,1248.0,1344.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1200,198,0.07575757575757576,0.0707070707070707,0.0,1216.0,1344.0,1440.0,1216.0,1344.0,1440.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1300,198,0.06565656565656566,0.06060606060606061,0.0,1312.0,1440.0,1536.0,1312.0,1440.0,1536.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1400,198,0.05555555555555555,0.05555555555555555,0.0,1408.0,1536.0,1632.0,1408.0,1536.0,1632.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1500,198,0.045454545454545456,0.04040404040404041,0.0,1504.0,1632.0,1728.0,1504.0,1632.0,1728.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1600,198,0.03535353535353535,0.025252525252525252,0.0,1600.0,1728.0,1824.0,1600.0,1728.0,1824.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1700,198,0.020202020202020204,0.020202020202020204,0.005050505050505051,1728.0,1856.0,1952.0,1728.0,1856.0,1952.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1800,198,0.015151515151515152,0.015151515151515152,0.020202020202020204,1824.0,1920.0,1955.1999999999998,1824.0,1952.0,2000.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,1900,198,0.005050505050505051,0.005050505050505051,0.1111111111111111,1920.0,1984.0,1984.0,1920.0,2000.0,2000.0
asr_tel,fixed_timeout+silero,silero_tel_caller,timeout_ms,2000,198,0.005050505050505051,0.005050505050505051,0.6464646464646465,1824.0,1984.0,1984.0,2000.0,2000.0,2000.0
asr_tel,fixed_timeout+energy,energy_tel_caller,timeout_ms,500.0,198,0.14646464646464646,0.1414141414141414,0.0,448.0,672.0,672.0,448.0,672.0,672.0
asr_tel,fixed_timeout+energy,energy_tel_caller,timeout_ms,800.0,198,0.06565656565656566,0.06565656565656566,0.0,736.0,960.0,960.0,736.0,960.0,960.0
asr_tel,fixed_timeout+energy,energy_tel_caller,timeout_ms,1000.0,198,0.015151515151515152,0.015151515151515152,0.0,960.0,1184.0,1184.0,960.0,1184.0,1184.0
asr_tel,punctuation,silero_tel_caller,none,0.0,198,0.51010101010101,0.4696969696969697,0.045454545454545456,352.0,1319.9999999999986,1725.119999999999,416.0,2000.0,2000.0
asr_tel,punctuation+gate200,silero_tel_caller,none,0.0,198,0.20707070707070707,0.20202020202020202,0.08585858585858586,320.0,1094.3999999999978,1658.5599999999986,384.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.05,198,0.5404040404040404,0.51010101010101,0.030303030303030304,416.0,1356.7999999999997,1742.079999999999,448.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.1,198,0.5252525252525253,0.494949494949495,0.03535353535353535,416.0,1347.2000000000003,1736.3200000000002,448.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.15,198,0.48484848484848486,0.4595959595959596,0.09090909090909091,400.0,1361.5999999999995,1744.9600000000005,512.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.2,198,0.45454545454545453,0.4292929292929293,0.1111111111111111,400.0,1264.0,1739.2000000000016,528.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.25,198,0.3939393939393939,0.3686868686868687,0.18181818181818182,416.0,1270.3999999999996,1744.9600000000005,688.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.3,198,0.3838383838383838,0.35858585858585856,0.2222222222222222,432.0,1239.9999999999986,1959.3600000000001,848.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.35,198,0.3383838383838384,0.31313131313131315,0.2727272727272727,512.0,1548.8000000000002,1959.6799999999998,1100.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.4,198,0.31313131313131315,0.2878787878787879,0.3484848484848485,512.0,1487.9999999999993,1730.5600000000013,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.45,198,0.29797979797979796,0.2727272727272727,0.41919191919191917,288.0,1256.0,1600.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.5,198,0.2727272727272727,0.2474747474747475,0.45454545454545453,288.0,1271.999999999999,1600.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.55,198,0.25252525252525254,0.23232323232323232,0.4898989898989899,288.0,1296.0,1600.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.6,198,0.1111111111111111,0.10101010101010101,0.7323232323232324,672.0,1216.0,1417.6,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.65,198,0.010101010101010102,0.010101010101010102,0.9696969696969697,736.0,1412.7999999999997,1485.7599999999998,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.7,198,0.010101010101010102,0.010101010101010102,0.9848484848484849,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.75,198,0.005050505050505051,0.005050505050505051,0.98989898989899,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.8,198,0.005050505050505051,0.005050505050505051,0.98989898989899,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.85,198,0.005050505050505051,0.005050505050505051,0.98989898989899,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.9,198,0.005050505050505051,0.005050505050505051,0.98989898989899,256.0,256.0,256.0,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1,silero_tel_caller,threshold,0.95,198,0.0,0.0,1.0,,,,2000.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.05,198,0.25757575757575757,0.25252525252525254,0.050505050505050504,320.0,1062.3999999999996,1661.4399999999987,352.0,2000.0,2000.0
asr_tel,text_eot_v1.1+gate200,silero_tel_caller,threshold,0.1,198,0.22727272727272727,0.2222222222222222,0.08080808080808081,352.0,1062.3999999999996,1661.4399999999987,416.0,2000.0,2000.0
